invoice_id,customer_id,amount,currency,vendor_name,po_number,invoice_date
INV-CUST-1007-0001,CUST-1007,1969.13,USD,Office Supply Co,PO-95190,2024-04-18
INV-CUST-1007-0002,CUST-1007,819.7,USD,Global Logistics,PO-85477,2024-03-15
INV-CUST-1007-0003,CUST-1007,2485.03,USD,Compute Cloud,PO-67052,2024-05-13
INV-CUST-1007-0004,CUST-1007,7923.92,USD,Steel Fab Inc,PO-23651,2024-04-05
INV-CUST-1007-0005,CUST-1007,7368.7,USD,Global Logistics,PO-88478,2024-04-24
INV-CUST-1007-0006,CUST-1007,5784.99,USD,Office Supply Co,PO-38023,2024-06-17
INV-CUST-1007-0007,CUST-1007,1905.26,USD,Enterprise SaaS,PO-27352,2024-03-30
INV-CUST-1007-0008,CUST-1007,8011.14,USD,Global Logistics,PO-84195,2024-05-17
INV-CUST-1007-0009,CUST-1007,598.63,USD,Office Supply Co,PO-58717,2024-01-15
INV-CUST-1007-0010,CUST-1007,9717.82,USD,Enterprise SaaS,PO-39100,2024-05-26
INV-CUST-1007-0011,CUST-1007,9793.81,USD,Global Logistics,PO-27242,2024-03-23
INV-CUST-1007-0012,CUST-1007,7353.82,USD,Office Supply Co,PO-89341,2024-02-06
INV-CUST-1007-0013,CUST-1007,3868.34,USD,Global Logistics,PO-67317,2024-04-04
INV-CUST-1007-0014,CUST-1007,9035.52,USD,Enterprise SaaS,PO-33740,2024-02-27
INV-CUST-1007-0015,CUST-1007,5781.56,USD,Global Logistics,PO-61368,2024-01-27
INV-CUST-1007-0016,CUST-1007,3849.39,USD,Office Supply Co,PO-57626,2024-04-16
INV-CUST-1007-0017,CUST-1007,8886.85,USD,Global Logistics,PO-19835,2024-02-02
INV-CUST-1007-0018,CUST-1007,9225.54,USD,Enterprise SaaS,PO-94057,2024-05-23
INV-CUST-1007-0019,CUST-1007,8071.44,USD,Global Logistics,PO-30388,2024-06-03
INV-CUST-1007-0020,CUST-1007,7388.19,USD,Global Logistics,PO-26729,2024-02-20
INV-CUST-1007-0021,CUST-1007,8401.02,USD,Compute Cloud,PO-19612,2024-04-29
INV-CUST-1007-0022,CUST-1007,1012.78,USD,Compute Cloud,PO-87216,2024-04-22
INV-CUST-1007-0023,CUST-1007,7274.39,USD,Office Supply Co,PO-91894,2024-06-22
INV-CUST-1007-0024,CUST-1007,7724.25,USD,Office Supply Co,PO-63947,2024-03-25
INV-CUST-1007-0025,CUST-1007,6954.52,USD,Compute Cloud,PO-69354,2024-05-01
INV-CUST-1007-0026,CUST-1007,2214.24,USD,Compute Cloud,PO-22979,2024-02-07
INV-CUST-1007-0027,CUST-1007,5485.26,USD,Enterprise SaaS,PO-78808,2024-01-14
INV-CUST-1007-0028,CUST-1007,9431.45,USD,Global Logistics,PO-97333,2024-02-10
INV-CUST-1007-0029,CUST-1007,9210.66,USD,Enterprise SaaS,PO-51424,2024-03-26
INV-CUST-1007-0030,CUST-1007,9113.68,USD,Office Supply Co,PO-24199,2024-06-11
INV-CUST-1007-0031,CUST-1007,1208.21,USD,Enterprise SaaS,PO-88212,2024-01-19
INV-CUST-1007-0032,CUST-1007,4849.88,USD,Global Logistics,PO-92445,2024-03-10
INV-CUST-1007-0033,CUST-1007,5827.45,USD,Steel Fab Inc,PO-85159,2024-01-03
INV-CUST-1007-0034,CUST-1007,4866.39,USD,Steel Fab Inc,PO-12863,2024-05-24
INV-CUST-1007-0035,CUST-1007,4713.76,USD,Compute Cloud,PO-58494,2024-01-24
INV-CUST-1007-0036,CUST-1007,4671.14,USD,Compute Cloud,PO-72202,2024-06-23
INV-CUST-1007-0037,CUST-1007,3716.42,USD,Steel Fab Inc,PO-75033,2024-06-03
INV-CUST-1007-0038,CUST-1007,1304.92,USD,Compute Cloud,PO-47918,2024-05-03
INV-CUST-1007-0039,CUST-1007,4206.19,USD,Steel Fab Inc,PO-82670,2024-05-27
INV-CUST-1008-0000,CUST-1008,8781.81,USD,Compute Cloud,PO-94130,2024-02-13
INV-CUST-1008-0001,CUST-1008,1975.19,USD,Compute Cloud,PO-83560,2024-02-09
INV-CUST-1008-0002,CUST-1008,5020.57,USD,Steel Fab Inc,PO-28532,2024-01-23
INV-CUST-1008-0003,CUST-1008,1111.79,USD,Office Supply Co,PO-31212,2024-04-24
INV-CUST-1008-0004,CUST-1008,9481.14,USD,Global Logistics,PO-71831,2024-04-06
INV-CUST-1008-0005,CUST-1008,7725.78,USD,Enterprise SaaS,PO-70245,2024-03-26
INV-CUST-1008-0006,CUST-1008,9386.62,USD,Office Supply Co,PO-64599,2024-06-19
INV-CUST-1008-0007,CUST-1008,634.56,USD,Office Supply Co,PO-50609,2024-03-06
INV-CUST-1008-0008,CUST-1008,2154.14,USD,Global Logistics,PO-10309,2024-05-10
INV-CUST-1008-0009,CUST-1008,2451.47,USD,Compute Cloud,PO-77159,2024-02-19
INV-CUST-1008-0010,CUST-1008,1918.35,USD,Global Logistics,PO-22791,2024-01-27
INV-CUST-1008-0011,CUST-1008,7814.63,USD,Steel Fab Inc,PO-11352,2024-02-19
INV-CUST-1008-0012,CUST-1008,5574.51,USD,Compute Cloud,PO-22825,2024-03-30
INV-CUST-1008-0013,CUST-1008,571.89,USD,Steel Fab Inc,PO-35640,2024-06-22
INV-CUST-1008-0014,CUST-1008,4134.65,USD,Office Supply Co,PO-69242,2024-05-25
INV-CUST-1008-0015,CUST-1008,3341.66,USD,Compute Cloud,PO-78254,2024-01-30
INV-CUST-1008-0016,CUST-1008,8686.28,USD,Office Supply Co,PO-49347,2024-05-10
INV-CUST-1008-0017,CUST-1008,6644.71,USD,Office Supply Co,PO-76324,2024-02-17
INV-CUST-1008-0018,CUST-1008,2701.96,USD,Office Supply Co,PO-17017,2024-03-08
INV-CUST-1008-0019,CUST-1008,1803.01,USD,Enterprise SaaS,PO-42216,2024-05-07
INV-CUST-1008-0020,CUST-1008,3448.62,USD,Global Logistics,PO-47759,2024-03-13
INV-CUST-1008-0021,CUST-1008,9631.2,USD,Office Supply Co,PO-25855,2024-02-15
INV-CUST-1008-0022,CUST-1008,3731.57,USD,Steel Fab Inc,PO-28435,2024-04-16
INV-CUST-1008-0023,CUST-1008,9472.13,USD,Global Logistics,PO-81638,2024-01-29
INV-CUST-1008-0024,CUST-1008,2135.44,USD,Office Supply Co,PO-35391,2024-06-20
INV-CUST-1008-0025,CUST-1008,4521.97,USD,Enterprise SaaS,PO-10270,2024-05-12
INV-CUST-1008-0026,CUST-1008,4271.79,USD,Compute Cloud,PO-20755,2024-03-19
INV-CUST-1008-0027,CUST-1008,6402.1,USD,Global Logistics,PO-82279,2024-03-19
INV-CUST-1008-0028,CUST-1008,4233.2,USD,Compute Cloud,PO-51139,2024-06-18
INV-CUST-1008-0029,CUST-1008,9545.51,USD,Compute Cloud,PO-34630,2024-03-18
INV-CUST-1008-0030,CUST-1008,3209.3,USD,Steel Fab Inc,PO-55731,2024-04-18
INV-CUST-1008-0031,CUST-1008,9517.59,USD,Office Supply Co,PO-94685,2024-02-18
INV-CUST-1008-0032,CUST-1008,1895.93,USD,Steel Fab Inc,PO-42954,2024-01-10
INV-CUST-1008-0033,CUST-1008,7050.48,USD,Compute Cloud,PO-59542,2024-01-23
INV-CUST-1008-0034,CUST-1008,3688.15,USD,Steel Fab Inc,PO-13159,2024-01-24
INV-CUST-1008-0035,CUST-1008,7287.8,USD,Compute Cloud,PO-11494,2024-02-25
INV-CUST-1008-0036,CUST-1008,1078.67,USD,Steel Fab Inc,PO-89050,2024-03-16
INV-CUST-1008-0037,CUST-1008,3479.66,USD,Compute Cloud,PO-80674,2024-02-27
INV-CUST-1008-0038,CUST-1008,7565.47,USD,Steel Fab Inc,PO-48872,2024-06-12
INV-CUST-1008-0039,CUST-1008,9310.35,USD,Global Logistics,PO-87299,2024-01-03
INV-CUST-1009-0000,CUST-1009,2646.78,USD,Steel Fab Inc,PO-18507,2024-05-18
INV-CUST-1009-0001,CUST-1009,9629.31,USD,Office Supply Co,PO-63832,2024-05-15
INV-CUST-1009-0002,CUST-1009,6727.31,USD,Steel Fab Inc,PO-28358,2024-06-03
INV-CUST-1009-0003,CUST-1009,3174.84,USD,Steel Fab Inc,PO-96259,2024-05-25
INV-CUST-1009-0004,CUST-1009,1284.92,USD,Office Supply Co,PO-94461,2024-06-14
INV-CUST-1009-0005,CUST-1009,2848.78,USD,Steel Fab Inc,PO-27401,2024-04-11
INV-CUST-1009-0006,CUST-1009,3245.85,USD,Compute Cloud,PO-40890,2024-06-02
INV-CUST-1009-0007,CUST-1009,6650.69,USD,Steel Fab Inc,PO-28828,2024-06-04
INV-CUST-1009-0008,CUST-1009,5365.89,USD,Compute Cloud,PO-36163,2024-06-10
INV-CUST-1009-0009,CUST-1009,7242.53,USD,Compute Cloud,PO-36479,2024-03-24
INV-CUST-1009-0010,CUST-1009,7189.09,USD,Office Supply Co,PO-22602,2024-06-05
INV-CUST-1009-0011,CUST-1009,6838.82,USD,Compute Cloud,PO-90400,2024-04-28
INV-CUST-1009-0012,CUST-1009,8727.49,USD,Office Supply Co,PO-95005,2024-02-23
INV-CUST-1009-0013,CUST-1009,3886.15,USD,Global Logistics,PO-95061,2024-06-23
INV-CUST-1009-0014,CUST-1009,8078.84,USD,Steel Fab Inc,PO-31099,2024-03-27
INV-CUST-1009-0015,CUST-1009,6868.11,USD,Enterprise SaaS,PO-35497,2024-04-29
INV-CUST-1009-0016,CUST-1009,8525.33,USD,Enterprise SaaS,PO-86633,2024-05-19
INV-CUST-1009-0017,CUST-1009,5185.08,USD,Global Logistics,PO-32264,2024-03-14
INV-CUST-1009-0018,CUST-1009,568.07,USD,Enterprise SaaS,PO-11814,2024-06-22
INV-CUST-1009-0019,CUST-1009,8019.08,USD,Steel Fab Inc,PO-77685,2024-05-10
INV-CUST-1009-0020,CUST-1009,5653.44,USD,Enterprise SaaS,PO-75506,2024-01-28
INV-CUST-1009-0021,CUST-1009,1140.58,USD,Compute Cloud,PO-41103,2024-01-05
INV-CUST-1009-0022,CUST-1009,8866.97,USD,Global Logistics,PO-79926,2024-04-05
INV-CUST-1009-0023,CUST-1009,7662.61,USD,Compute Cloud,PO-78182,2024-05-13
INV-CUST-1009-0024,CUST-1009,4347.94,USD,Steel Fab Inc,PO-77589,2024-01-01
INV-CUST-1009-0025,CUST-1009,5553.32,USD,Steel Fab Inc,PO-58770,2024-02-19
INV-CUST-1009-0026,CUST-1009,3170.03,USD,Global Logistics,PO-77994,2024-03-29
INV-CUST-1009-0027,CUST-1009,7667.22,USD,Office Supply Co,PO-64806,2024-03-08
INV-CUST-1009-0028,CUST-1009,1454.69,USD,Compute Cloud,PO-51296,2024-03-14
INV-CUST-1009-0029,CUST-1009,2864.75,USD,Enterprise SaaS,PO-66763,2024-06-18
INV-CUST-1009-0030,CUST-1009,3460.58,USD,Steel Fab Inc,PO-66283,2024-05-15
INV-CUST-1009-0031,CUST-1009,4040.99,USD,Steel Fab Inc,PO-25990,2024-04-12
INV-CUST-1009-0032,CUST-1009,9744.6,USD,Steel Fab Inc,PO-69872,2024-01-04
INV-CUST-1009-0033,CUST-1009,8278.06,USD,Global Logistics,PO-97042,2024-03-22
INV-CUST-1009-0034,CUST-1009,7904.18,USD,Office Supply Co,PO-41768,2024-03-06
INV-CUST-1009-0035,CUST-1009,6446.08,USD,Compute Cloud,PO-21991,2024-06-22
INV-CUST-1009-0036,CUST-1009,7834.52,USD,Compute Cloud,PO-64771,2024-01-18
INV-CUST-1009-0037,CUST-1009,738.7,USD,Global Logistics,PO-48069,2024-01-07
INV-CUST-1009-0038,CUST-1009,1527.02,USD,Global Logistics,PO-40124,2024-06-11
INV-CUST-1009-0039,CUST-1009,9258.84,USD,Office Supply Co,PO-96465,2024-03-30
INV-CUST-1010-0000,CUST-1010,4989.68,USD,Office Supply Co,PO-18141,2024-06-04
INV-CUST-1010-0001,CUST-1010,1664.03,USD,Global Logistics,PO-76742,2024-01-22
INV-CUST-1010-0002,CUST-1010,1091.64,USD,Enterprise SaaS,PO-20717,2024-05-24
INV-CUST-1010-0003,CUST-1010,9282.43,USD,Compute Cloud,PO-31342,2024-01-12
INV-CUST-1010-0004,CUST-1010,780.66,USD,Compute Cloud,PO-48520,2024-03-20
INV-CUST-1010-0005,CUST-1010,3025.06,USD,Compute Cloud,PO-88055,2024-03-25
INV-CUST-1010-0006,CUST-1010,1029.06,USD,Enterprise SaaS,PO-93955,2024-02-06
INV-CUST-1010-0007,CUST-1010,3043.36,USD,Office Supply Co,PO-90250,2024-01-09
INV-CUST-1010-0008,CUST-1010,1909.95,USD,Compute Cloud,PO-28644,2024-02-13
INV-CUST-1010-0009,CUST-1010,4619.21,USD,Enterprise SaaS,PO-86218,2024-03-20
INV-CUST-1010-0010,CUST-1010,8531.65,USD,Compute Cloud,PO-31221,2024-01-19
INV-CUST-1010-0011,CUST-1010,5720.06,USD,Steel Fab Inc,PO-54943,2024-06-10
INV-CUST-1010-0012,CUST-1010,9401.88,USD,Global Logistics,PO-15127,2024-01-26
INV-CUST-1010-0013,CUST-1010,8087.23,USD,Steel Fab Inc,PO-88723,2024-05-18
INV-CUST-1010-0014,CUST-1010,4145.52,USD,Office Supply Co,PO-44343,2024-02-25
INV-CUST-1010-0015,CUST-1010,1967.41,USD,Office Supply Co,PO-47653,2024-04-12
INV-CUST-1010-0016,CUST-1010,2997.24,USD,Compute Cloud,PO-18601,2024-02-21
INV-CUST-1010-0017,CUST-1010,5902.6,USD,Global Logistics,PO-94912,2024-01-28
INV-CUST-1010-0018,CUST-1010,9041.7,USD,Compute Cloud,PO-48706,2024-01-21
INV-CUST-1010-0019,CUST-1010,4458.91,USD,Enterprise SaaS,PO-38925,2024-04-12
INV-CUST-1010-0020,CUST-1010,7135.78,USD,Compute Cloud,PO-87255,2024-02-28
INV-CUST-1010-0021,CUST-1010,7196.15,USD,Global Logistics,PO-81852,2024-03-25
INV-CUST-1010-0022,CUST-1010,979.21,USD,Steel Fab Inc,PO-88166,2024-02-15
INV-CUST-1010-0023,CUST-1010,3426.1,USD,Steel Fab Inc,PO-85682,2024-04-15
INV-CUST-1010-0024,CUST-1010,2602.1,USD,Compute Cloud,PO-18400,2024-01-27
INV-CUST-1010-0025,CUST-1010,9696.3,USD,Steel Fab Inc,PO-42814,2024-06-11
INV-CUST-1010-0026,CUST-1010,6613.48,USD,Global Logistics,PO-74898,2024-03-28
INV-CUST-1010-0027,CUST-1010,3854.07,USD,Steel Fab Inc,PO-18386,2024-02-23
INV-CUST-1010-0028,CUST-1010,3691.54,USD,Steel Fab Inc,PO-20299,2024-04-11
INV-CUST-1010-0029,CUST-1010,5300.59,USD,Enterprise SaaS,PO-12851,2024-01-16
INV-CUST-1010-0030,CUST-1010,6994.11,USD,Enterprise SaaS,PO-34269,2024-04-17
INV-CUST-1010-0031,CUST-1010,8188.41,USD,Compute Cloud,PO-58351,2024-05-01
INV-CUST-1010-0032,CUST-1010,9110.2,USD,Office Supply Co,PO-80250,2024-02-19
INV-CUST-1010-0033,CUST-1010,4413.32,USD,Global Logistics,PO-45409,2024-01-09
INV-CUST-1010-0034,CUST-1010,4496.59,USD,Global Logistics,PO-64881,2024-03-04
INV-CUST-1010-0035,CUST-1010,1508.4,USD,Enterprise SaaS,PO-81641,2024-06-16
INV-CUST-1010-0036,CUST-1010,4251.88,USD,Enterprise SaaS,PO-98716,2024-03-07
INV-CUST-1010-0037,CUST-1010,6590.95,USD,Enterprise SaaS,PO-31382,2024-02-09
INV-CUST-1010-0038,CUST-1010,8147.79,USD,Compute Cloud,PO-80663,2024-04-14
INV-CUST-1010-0039,CUST-1010,3954.99,USD,Office Supply Co,PO-25747,2024-04-09
INV-CUST-1011-0000,CUST-1011,8982.61,USD,Enterprise SaaS,PO-39822,2024-02-25
INV-CUST-1011-0001,CUST-1011,4561.47,USD,Enterprise SaaS,PO-95302,2024-05-31
INV-CUST-1011-0002,CUST-1011,3787.7,USD,Enterprise SaaS,PO-85242,2024-04-06
INV-CUST-1011-0003,CUST-1011,1395.45,USD,Compute Cloud,PO-51338,2024-02-29
INV-CUST-1011-0004,CUST-1011,6651.34,USD,Global Logistics,PO-24605,2024-04-26
INV-CUST-1011-0005,CUST-1011,7170.24,USD,Compute Cloud,PO-16903,2024-02-26
INV-CUST-1011-0006,CUST-1011,8856.19,USD,Office Supply Co,PO-71610,2024-04-03
INV-CUST-1011-0007,CUST-1011,3666.04,USD,Global Logistics,PO-66390,2024-04-27
INV-CUST-1011-0008,CUST-1011,9623.47,USD,Compute Cloud,PO-29740,2024-06-04
INV-CUST-1011-0009,CUST-1011,6250.71,USD,Steel Fab Inc,PO-99862,2024-01-02
INV-CUST-1011-0010,CUST-1011,5445.1,USD,Global Logistics,PO-23566,2024-04-03
INV-CUST-1011-0011,CUST-1011,7070.76,USD,Enterprise SaaS,PO-88950,2024-06-11
INV-CUST-1011-0012,CUST-1011,938.75,USD,Global Logistics,PO-75037,2024-03-01
INV-CUST-1011-0013,CUST-1011,500.3,USD,Steel Fab Inc,PO-86652,2024-03-27
INV-CUST-1011-0014,CUST-1011,4808.34,USD,Steel Fab Inc,PO-59643,2024-05-07
INV-CUST-1011-0015,CUST-1011,1298.01,USD,Compute Cloud,PO-59438,2024-04-13
INV-CUST-1011-0016,CUST-1011,9568.29,USD,Steel Fab Inc,PO-57542,2024-04-26
INV-CUST-1011-0017,CUST-1011,6912.07,USD,Global Logistics,PO-99933,2024-05-11
INV-CUST-1011-0018,CUST-1011,8295.96,USD,Compute Cloud,PO-81804,2024-05-03
INV-CUST-1011-0019,CUST-1011,1039.57,USD,Enterprise SaaS,PO-35877,2024-04-02
INV-CUST-1011-0020,CUST-1011,3286.14,USD,Compute Cloud,PO-24477,2024-06-02
INV-CUST-1011-0021,CUST-1011,3410.45,USD,Steel Fab Inc,PO-66714,2024-05-19
INV-CUST-1011-0022,CUST-1011,7761.46,USD,Office Supply Co,PO-15257,2024-02-20
INV-CUST-1011-0023,CUST-1011,5568.3,USD,Office Supply Co,PO-99891,2024-01-10
INV-CUST-1011-0024,CUST-1011,1973.25,USD,Steel Fab Inc,PO-70945,2024-06-15
INV-CUST-1011-0025,CUST-1011,1675.05,USD,Steel Fab Inc,PO-50370,2024-02-22
INV-CUST-1011-0026,CUST-1011,8554.56,USD,Steel Fab Inc,PO-44332,2024-06-15
INV-CUST-1011-0027,CUST-1011,1312.82,USD,Global Logistics,PO-65931,2024-06-17
INV-CUST-1011-0028,CUST-1011,3394.13,USD,Office Supply Co,PO-21791,2024-02-05
INV-CUST-1011-0029,CUST-1011,5294.93,USD,Enterprise SaaS,PO-71454,2024-06-07
INV-CUST-1011-0030,CUST-1011,7579.84,USD,Global Logistics,PO-66965,2024-06-16
INV-CUST-1011-0031,CUST-1011,6593.74,USD,Steel Fab Inc,PO-80519,2024-05-28
INV-CUST-1011-0032,CUST-1011,8132.06,USD,Office Supply Co,PO-52535,2024-06-17
INV-CUST-1011-0033,CUST-1011,3550.09,USD,Global Logistics,PO-94008,2024-03-25
INV-CUST-1011-0034,CUST-1011,2618.69,USD,Steel Fab Inc,PO-69423,2024-04-08
INV-CUST-1011-0035,CUST-1011,4833.66,USD,Office Supply Co,PO-86450,2024-02-03
INV-CUST-1011-0036,CUST-1011,2452.47,USD,Global Logistics,PO-41356,2024-02-25
INV-CUST-1011-0037,CUST-1011,3898.82,USD,Compute Cloud,PO-77604,2024-01-14
INV-CUST-1011-0038,CUST-1011,9879.62,USD,Enterprise SaaS,PO-22038,2024-03-20
INV-CUST-1011-0039,CUST-1011,5978.4,USD,Compute Cloud,PO-99562,2024-06-15
INV-CUST-1012-0000,CUST-1012,5968.79,USD,Steel Fab Inc,PO-37570,2024-02-29
INV-CUST-1012-0001,CUST-1012,8940.7,USD,Enterprise SaaS,PO-36533,2024-06-20
INV-CUST-1012-0002,CUST-1012,6336.84,USD,Global Logistics,PO-48539,2024-03-16
INV-CUST-1012-0003,CUST-1012,6682.52,USD,Steel Fab Inc,PO-49762,2024-01-19
INV-CUST-1012-0004,CUST-1012,1947.67,USD,Enterprise SaaS,PO-11613,2024-04-23
INV-CUST-1012-0005,CUST-1012,3544.79,USD,Compute Cloud,PO-57413,2024-04-22
INV-CUST-1012-0006,CUST-1012,888.58,USD,Steel Fab Inc,PO-52297,2024-02-21
INV-CUST-1012-0007,CUST-1012,1294.48,USD,Steel Fab Inc,PO-77622,2024-02-16
INV-CUST-1012-0008,CUST-1012,520.78,USD,Compute Cloud,PO-94537,2024-01-19
INV-CUST-1012-0009,CUST-1012,1033.92,USD,Global Logistics,PO-77341,2024-03-25
INV-CUST-1012-0010,CUST-1012,8267.37,USD,Compute Cloud,PO-33812,2024-05-20
INV-CUST-1012-0011,CUST-1012,1209.64,USD,Office Supply Co,PO-38198,2024-04-20
INV-CUST-1012-0012,CUST-1012,9173.95,USD,Steel Fab Inc,PO-14488,2024-02-15
INV-CUST-1012-0013,CUST-1012,6533.05,USD,Steel Fab Inc,PO-71852,2024-06-04
INV-CUST-1012-0014,CUST-1012,6758.45,USD,Compute Cloud,PO-35110,2024-05-05
INV-CUST-1012-0015,CUST-1012,2620.5,USD,Steel Fab Inc,PO-80231,2024-01-22
INV-CUST-1012-0016,CUST-1012,8043.18,USD,Office Supply Co,PO-19574,2024-01-12
INV-CUST-1012-0017,CUST-1012,5426.04,USD,Office Supply Co,PO-89364,2024-06-29
INV-CUST-1012-0018,CUST-1012,8436.08,USD,Enterprise SaaS,PO-91675,2024-05-14
INV-CUST-1012-0019,CUST-1012,6776.37,USD,Steel Fab Inc,PO-64650,2024-01-28
INV-CUST-1012-0020,CUST-1012,548.44,USD,Office Supply Co,PO-97059,2024-04-20
INV-CUST-1012-0021,CUST-1012,5150.61,USD,Compute Cloud,PO-91761,2024-01-03
INV-CUST-1012-0022,CUST-1012,1350.05,USD,Steel Fab Inc,PO-21475,2024-05-12
INV-CUST-1012-0023,CUST-1012,793.14,USD,Global Logistics,PO-97422,2024-03-16
INV-CUST-1012-0024,CUST-1012,6714.74,USD,Global Logistics,PO-64037,2024-01-31
INV-CUST-1012-0025,CUST-1012,1700.99,USD,Steel Fab Inc,PO-29888,2024-03-07
INV-CUST-1012-0026,CUST-1012,8457.18,USD,Compute Cloud,PO-43816,2024-05-24
INV-CUST-1012-0027,CUST-1012,2424.42,USD,Compute Cloud,PO-29363,2024-06-23
INV-CUST-1012-0028,CUST-1012,8459.83,USD,Steel Fab Inc,PO-88570,2024-04-03
INV-CUST-1012-0029,CUST-1012,4639.89,USD,Office Supply Co,PO-48544,2024-05-28
INV-CUST-1012-0030,CUST-1012,4555.29,USD,Enterprise SaaS,PO-75433,2024-02-11
INV-CUST-1012-0031,CUST-1012,4735.6,USD,Steel Fab Inc,PO-91441,2024-03-05
INV-CUST-1012-0032,CUST-1012,1382.89,USD,Enterprise SaaS,PO-96198,2024-05-19
INV-CUST-1012-0033,CUST-1012,7334.01,USD,Office Supply Co,PO-80972,2024-01-26
INV-CUST-1012-0034,CUST-1012,6558.25,USD,Enterprise SaaS,PO-42249,2024-03-13
INV-CUST-1012-0035,CUST-1012,4010.65,USD,Office Supply Co,PO-91589,2024-01-27
INV-CUST-1012-0036,CUST-1012,9401.26,USD,Global Logistics,PO-16945,2024-04-08
INV-CUST-1012-0037,CUST-1012,4472.3,USD,Office Supply Co,PO-90355,2024-04-02
INV-CUST-1012-0038,CUST-1012,1309.02,USD,Steel Fab Inc,PO-49969,2024-04-05
INV-CUST-1012-0039,CUST-1012,573.89,USD,Steel Fab Inc,PO-99997,2024-01-06
INV-CUST-1013-0000,CUST-1013,8354.33,USD,Office Supply Co,PO-77269,2024-05-23
INV-CUST-1013-0001,CUST-1013,6665.82,USD,Enterprise SaaS,PO-46772,2024-05-24
INV-CUST-1013-0002,CUST-1013,9291.08,USD,Steel Fab Inc,PO-51607,2024-02-25
INV-CUST-1013-0003,CUST-1013,2823.36,USD,Office Supply Co,PO-34944,2024-06-19
INV-CUST-1013-0004,CUST-1013,2679.65,USD,Enterprise SaaS,PO-70539,2024-05-25
INV-CUST-1013-0005,CUST-1013,4432.18,USD,Compute Cloud,PO-82901,2024-04-13
INV-CUST-1013-0006,CUST-1013,5933.91,USD,Global Logistics,PO-21781,2024-02-27
INV-CUST-1013-0007,CUST-1013,8461.38,USD,Steel Fab Inc,PO-75511,2024-02-01
INV-CUST-1013-0008,CUST-1013,2874.99,USD,Office Supply Co,PO-81053,2024-01-13
INV-CUST-1013-0009,CUST-1013,1801.26,USD,Enterprise SaaS,PO-93582,2024-03-22
INV-CUST-1013-0010,CUST-1013,4762.5,USD,Office Supply Co,PO-96945,2024-05-22
INV-CUST-1013-0011,CUST-1013,1763.41,USD,Compute Cloud,PO-17803,2024-03-02
INV-CUST-1013-0012,CUST-1013,5278.44,USD,Global Logistics,PO-17328,2024-01-22
INV-CUST-1013-0013,CUST-1013,5317.13,USD,Global Logistics,PO-21019,2024-06-21
INV-CUST-1013-0014,CUST-1013,8301.22,USD,Office Supply Co,PO-61651,2024-01-09
INV-CUST-1013-0015,CUST-1013,5081.17,USD,Compute Cloud,PO-15317,2024-03-26
INV-CUST-1013-0016,CUST-1013,5136.46,USD,Compute Cloud,PO-33530,2024-02-21
INV-CUST-1013-0017,CUST-1013,3573.55,USD,Steel Fab Inc,PO-67069,2024-04-25
INV-CUST-1013-0018,CUST-1013,7991.34,USD,Office Supply Co,PO-40858,2024-01-11
INV-CUST-1013-0019,CUST-1013,4103.71,USD,Compute Cloud,PO-78707,2024-06-06
INV-CUST-1013-0020,CUST-1013,932.78,USD,Steel Fab Inc,PO-77020,2024-02-12
INV-CUST-1013-0021,CUST-1013,1181.96,USD,Office Supply Co,PO-95535,2024-05-18
INV-CUST-1013-0022,CUST-1013,8604.98,USD,Steel Fab Inc,PO-50088,2024-01-12
INV-CUST-1013-0023,CUST-1013,7539.99,USD,Steel Fab Inc,PO-54313,2024-02-03
INV-CUST-1013-0024,CUST-1013,607.52,USD,Office Supply Co,PO-31063,2024-05-03
INV-CUST-1013-0025,CUST-1013,2431.46,USD,Enterprise SaaS,PO-12620,2024-02-28
INV-CUST-1013-0026,CUST-1013,4585.37,USD,Global Logistics,PO-28018,2024-05-21
INV-CUST-1013-0027,CUST-1013,9042.18,USD,Office Supply Co,PO-68993,2024-02-06
INV-CUST-1013-0028,CUST-1013,2589.8,USD,Global Logistics,PO-95064,2024-01-21
INV-CUST-1013-0029,CUST-1013,1864.69,USD,Steel Fab Inc,PO-14873,2024-04-12
INV-CUST-1013-0030,CUST-1013,3563.64,USD,Enterprise SaaS,PO-57181,2024-01-31
INV-CUST-1013-0031,CUST-1013,505.97,USD,Compute Cloud,PO-41673,2024-06-04
INV-CUST-1013-0032,CUST-1013,2199.87,USD,Enterprise SaaS,PO-61377,2024-05-23
INV-CUST-1013-0033,CUST-1013,7476.34,USD,Office Supply Co,PO-40052,2024-02-06
INV-CUST-1013-0034,CUST-1013,3580.92,USD,Global Logistics,PO-21669,2024-03-06
INV-CUST-1013-0035,CUST-1013,2655.87,USD,Compute Cloud,PO-74395,2024-03-13
INV-CUST-1013-0036,CUST-1013,6928.51,USD,Global Logistics,PO-25850,2024-01-14
INV-CUST-1013-0037,CUST-1013,3505.82,USD,Compute Cloud,PO-55781,2024-06-12
INV-CUST-1013-0038,CUST-1013,3537.33,USD,Steel Fab Inc,PO-80905,2024-03-24
INV-CUST-1013-0039,CUST-1013,8558.42,USD,Compute Cloud,PO-41039,2024-05-12
INV-CUST-1014-0000,CUST-1014,2815.63,USD,Global Logistics,PO-23612,2024-01-06
INV-CUST-1014-0001,CUST-1014,9464.24,USD,Office Supply Co,PO-46586,2024-04-01
INV-CUST-1014-0002,CUST-1014,3985.7,USD,Global Logistics,PO-39385,2024-03-19
