payment_id,customer_id,amount,currency,sender_name,trace_id,remittance_raw,payment_date
PAY-INV-CUST-1013-0017-S1,CUST-1013,852.16,USD,Steel Fab Inc,TR-616820,Partial payment 2/3 for INV-CUST-1013-0017,2024-05-21
PAY-INV-CUST-1013-0017-S2,CUST-1013,1305.57,USD,Steel Fab Inc,TR-580880,Partial payment 3/3 for INV-CUST-1013-0017,2024-05-24
PAY-INV-CUST-1013-0018,CUST-1013,7991.34,USD,Office Supply Co,TR-225457,Full payment for INV-CUST-1013-0018,2024-01-19
PAY-INV-CUST-1013-0019,CUST-1013,4103.71,USD,Compute Cloud,TR-364329,Full payment for INV-CUST-1013-0019,2024-06-16
PAY-INV-CUST-1013-0020-S0,CUST-1013,357.07,USD,Steel Fab Inc,TR-351630,Partial payment 1/2 for INV-CUST-1013-0020,2024-02-20
PAY-INV-CUST-1013-0020-S1,CUST-1013,575.71,USD,Steel Fab Inc,TR-697465,Partial payment 2/2 for INV-CUST-1013-0020,2024-03-10
PAY-INV-CUST-1013-0021,CUST-1013,1181.96,USD,Office Supply Co,TR-175080,Full payment for INV-CUST-1013-0021,2024-06-02
PAY-ERR-CUST-1013-668,CUST-1013,471.38,USD,Unknown Entity,TR-ERR-956201,Zyxel maintenance fee,2024-02-15
PAY-INV-CUST-1013-0023,CUST-1013,7539.99,USD,Steel Fab Inc,TR-446607,Full payment for INV-CUST-1013-0023,2024-02-18
PAY-INV-CUST-1013-0024,CUST-1013,607.52,USD,Office Supply Co,TR-398714,Full payment for INV-CUST-1013-0024,2024-05-16
PAY-INV-CUST-1013-0025,CUST-1013,2431.46,USD,Enterprise SaaS,TR-671651,Full payment for INV-CUST-1013-0025,2024-03-07
PAY-INV-CUST-1013-0026,CUST-1013,4585.37,USD,Global Logistics,TR-605297,Full payment for INV-CUST-1013-0026,2024-05-27
PAY-INV-CUST-1013-0027,CUST-1013,9042.18,USD,Office Supply Co,TR-467990,Full payment for INV-CUST-1013-0027,2024-02-11
PAY-INV-CUST-1013-0029,CUST-1013,1864.69,USD,Steel Fab Inc,TR-793685,Full payment for INV-CUST-1013-0029,2024-04-23
PAY-INV-CUST-1013-0030,CUST-1013,3563.64,USD,Enterprise SaaS,TR-939839,Full payment for INV-CUST-1013-0030,2024-02-07
PAY-INV-CUST-1013-0031-S0,CUST-1013,242.19,USD,Compute Cloud,TR-732959,Partial payment 1/4 for INV-CUST-1013-0031,2024-06-20
PAY-INV-CUST-1013-0031-S1,CUST-1013,44.13,USD,Compute Cloud,TR-386646,Partial payment 2/4 for INV-CUST-1013-0031,2024-06-09
PAY-INV-CUST-1013-0031-S2,CUST-1013,165.96,USD,Compute Cloud,TR-631334,Partial payment 3/4 for INV-CUST-1013-0031,2024-06-23
PAY-INV-CUST-1013-0031-S3,CUST-1013,53.69,USD,Compute Cloud,TR-828329,Partial payment 4/4 for INV-CUST-1013-0031,2024-06-27
PAY-INV-CUST-1013-0033,CUST-1013,7476.34,USD,Office Supply Co,TR-631441,Full payment for INV-CUST-1013-0033,2024-02-15
PAY-INV-CUST-1013-0035,CUST-1013,2655.87,USD,Compute Cloud,TR-585432,Full payment for INV-CUST-1013-0035,2024-03-23
PAY-INV-CUST-1013-0036,CUST-1013,6928.51,USD,Global Logistics,TR-829934,Full payment for INV-CUST-1013-0036,2024-01-29
PAY-INV-CUST-1013-0037,CUST-1013,3505.82,USD,Compute Cloud,TR-987572,Full payment for INV-CUST-1013-0037,2024-06-19
PAY-INV-CUST-1013-0038,CUST-1013,3537.33,USD,Steel Fab Inc,TR-371178,Full payment for INV-CUST-1013-0038,2024-04-06
PAY-ERR-CUST-1013-685,CUST-1013,351.03,USD,Unknown Entity,TR-ERR-179877,Zyxel maintenance fee,2024-02-15
PAY-INV-CUST-1014-0000,CUST-1014,2815.63,USD,Global Logistics,TR-911180,Full payment for INV-CUST-1014-0000,2024-01-21
PAY-INV-CUST-1014-0001,CUST-1014,9464.24,USD,Office Supply Co,TR-582588,Full payment for INV-CUST-1014-0001,2024-04-06
PAY-INV-CUST-1014-0002,CUST-1014,3985.7,USD,Global Logistics,TR-352361,Full payment for INV-CUST-1014-0002,2024-03-28
PAY-INV-CUST-1014-0003,CUST-1014,9971.75,USD,Compute Cloud,TR-444094,Full payment for INV-CUST-1014-0003,2024-06-24
PAY-INV-CUST-1014-0005,CUST-1014,5905.73,USD,Steel Fab Inc,TR-622642,Full payment for INV-CUST-1014-0005,2024-07-10
PAY-INV-CUST-1014-0006,CUST-1014,7214.86,USD,Global Logistics,TR-797801,Full payment for INV-CUST-1014-0006,2024-05-12
PAY-INV-CUST-1014-0007,CUST-1014,2963.76,USD,Compute Cloud,TR-395509,Full payment for INV-CUST-1014-0007,2024-06-07
PAY-INV-CUST-1014-0008,CUST-1014,985.45,USD,Steel Fab Inc,TR-756704,Full payment for INV-CUST-1014-0008,2024-07-04
PAY-INV-CUST-1014-0009,CUST-1014,2941.19,USD,Office Supply Co,TR-332258,Full payment for INV-CUST-1014-0009,2024-02-28
PAY-INV-CUST-1014-0010,CUST-1014,8242.7,USD,Steel Fab Inc,TR-280034,Full payment for INV-CUST-1014-0010,2024-02-03
PAY-INV-CUST-1014-0011,CUST-1014,3655.3,USD,Office Supply Co,TR-593733,Full payment for INV-CUST-1014-0011,2024-05-01
PAY-INV-CUST-1014-0012,CUST-1014,3780.43,USD,Office Supply Co,TR-582819,Full payment for INV-CUST-1014-0012,2024-04-26
PAY-INV-CUST-1014-0014,CUST-1014,2869.02,USD,Office Supply Co,TR-458966,Full payment for INV-CUST-1014-0014,2024-01-25
PAY-INV-CUST-1014-0015,CUST-1014,4935.04,USD,Enterprise SaaS,TR-987856,Full payment for INV-CUST-1014-0015,2024-03-03
PAY-INV-CUST-1014-0016,CUST-1014,3700.33,USD,Enterprise SaaS,TR-413161,Full payment for INV-CUST-1014-0016,2024-01-15
PAY-INV-CUST-1014-0017-S0,CUST-1014,2068.39,USD,Compute Cloud,TR-599530,Partial payment 1/4 for INV-CUST-1014-0017,2024-03-24
PAY-INV-CUST-1014-0017-S1,CUST-1014,457.94,USD,Compute Cloud,TR-671151,Partial payment 2/4 for INV-CUST-1014-0017,2024-03-06
PAY-INV-CUST-1014-0017-S2,CUST-1014,1564.39,USD,Compute Cloud,TR-183009,Partial payment 3/4 for INV-CUST-1014-0017,2024-03-13
PAY-INV-CUST-1014-0017-S3,CUST-1014,1957.18,USD,Compute Cloud,TR-645021,Partial payment 4/4 for INV-CUST-1014-0017,2024-03-06
PAY-INV-CUST-1014-0018,CUST-1014,9703.4,USD,Steel Fab Inc,TR-400201,Full payment for INV-CUST-1014-0018,2024-02-07
PAY-INV-CUST-1014-0019,CUST-1014,5838.29,USD,Compute Cloud,TR-824528,Full payment for INV-CUST-1014-0019,2024-03-09
PAY-INV-CUST-1014-0020-S0,CUST-1014,518.71,USD,Enterprise SaaS,TR-321797,Partial payment 1/3 for INV-CUST-1014-0020,2024-05-28
PAY-INV-CUST-1014-0020-S1,CUST-1014,5537.18,USD,Enterprise SaaS,TR-740621,Partial payment 2/3 for INV-CUST-1014-0020,2024-05-30
PAY-INV-CUST-1014-0020-S2,CUST-1014,1819.61,USD,Enterprise SaaS,TR-823573,Partial payment 3/3 for INV-CUST-1014-0020,2024-05-30
PAY-INV-CUST-1014-0021-S0,CUST-1014,847.34,USD,Global Logistics,TR-437727,Partial payment 1/2 for INV-CUST-1014-0021,2024-02-06
PAY-INV-CUST-1014-0021-S1,CUST-1014,1219.9,USD,Global Logistics,TR-642518,Partial payment 2/2 for INV-CUST-1014-0021,2024-02-24
PAY-ERR-CUST-1014-712,CUST-1014,489.25,USD,Unknown Entity,TR-ERR-205705,Zyxel maintenance fee,2024-02-15
PAY-INV-CUST-1014-0023,CUST-1014,566.43,USD,Compute Cloud,TR-150223,Full payment for INV-CUST-1014-0023,2024-05-04
PAY-INV-CUST-1014-0024,CUST-1014,6366.69,USD,Steel Fab Inc,TR-151197,Full payment for INV-CUST-1014-0024,2024-05-22
PAY-INV-CUST-1014-0025,CUST-1014,7087.75,USD,Enterprise SaaS,TR-608190,Full payment for INV-CUST-1014-0025,2024-01-22
PAY-INV-CUST-1014-0026,CUST-1014,2544.74,USD,Compute Cloud,TR-370845,Full payment for INV-CUST-1014-0026,2024-03-17
PAY-INV-CUST-1014-0027-S0,CUST-1014,3073.45,USD,Steel Fab Inc,TR-722325,Partial payment 1/4 for INV-CUST-1014-0027,2024-04-04
PAY-INV-CUST-1014-0027-S1,CUST-1014,1922.71,USD,Steel Fab Inc,TR-599829,Partial payment 2/4 for INV-CUST-1014-0027,2024-03-15
PAY-INV-CUST-1014-0027-S2,CUST-1014,1430.89,USD,Steel Fab Inc,TR-804563,Partial payment 3/4 for INV-CUST-1014-0027,2024-03-16
PAY-INV-CUST-1014-0027-S3,CUST-1014,543.28,USD,Steel Fab Inc,TR-311524,Partial payment 4/4 for INV-CUST-1014-0027,2024-03-23
PAY-INV-CUST-1014-0028,CUST-1014,1310.82,USD,Steel Fab Inc,TR-871695,Full payment for INV-CUST-1014-0028,2024-03-25
PAY-INV-CUST-1014-0030,CUST-1014,7615.67,USD,Office Supply Co,TR-262592,Full payment for INV-CUST-1014-0030,2024-04-06
PAY-ERR-CUST-1014-723,CUST-1014,265.43,USD,Unknown Entity,TR-ERR-571132,Zyxel maintenance fee,2024-02-15
PAY-INV-CUST-1014-0032,CUST-1014,9970.34,USD,Enterprise SaaS,TR-474855,Full payment for INV-CUST-1014-0032,2024-01-28
PAY-INV-CUST-1014-0033,CUST-1014,9501.72,USD,Steel Fab Inc,TR-278042,Full payment for INV-CUST-1014-0033,2024-06-07
PAY-INV-CUST-1014-0034-S0,CUST-1014,214.68,USD,Office Supply Co,TR-136938,Partial payment 1/4 for INV-CUST-1014-0034,2024-06-04
PAY-INV-CUST-1014-0034-S1,CUST-1014,395.96,USD,Office Supply Co,TR-240395,Partial payment 2/4 for INV-CUST-1014-0034,2024-06-07
PAY-INV-CUST-1014-0034-S2,CUST-1014,2343.93,USD,Office Supply Co,TR-174308,Partial payment 3/4 for INV-CUST-1014-0034,2024-06-02
PAY-INV-CUST-1014-0034-S3,CUST-1014,5618.12,USD,Office Supply Co,TR-156441,Partial payment 4/4 for INV-CUST-1014-0034,2024-05-27
PAY-INV-CUST-1014-0035,CUST-1014,6669.92,USD,Steel Fab Inc,TR-875121,Full payment for INV-CUST-1014-0035,2024-03-07
PAY-ERR-CUST-1014-731,CUST-1014,317.58,USD,Unknown Entity,TR-ERR-177736,Zyxel maintenance fee,2024-02-15
PAY-INV-CUST-1014-0037,CUST-1014,3403.78,USD,Enterprise SaaS,TR-548989,Full payment for INV-CUST-1014-0037,2024-02-24
PAY-INV-CUST-1014-0038,CUST-1014,618.62,USD,Enterprise SaaS,TR-200823,Full payment for INV-CUST-1014-0038,2024-03-30
PAY-INV-CUST-1015-0000,CUST-1015,8872.38,USD,Office Supply Co,TR-116064,Full payment for INV-CUST-1015-0000,2024-01-31
PAY-INV-CUST-1015-0002-S0,CUST-1015,1289.35,USD,Global Logistics,TR-876816,Partial payment 1/4 for INV-CUST-1015-0002,2024-04-10
PAY-INV-CUST-1015-0002-S1,CUST-1015,944.2,USD,Global Logistics,TR-490701,Partial payment 2/4 for INV-CUST-1015-0002,2024-04-06
PAY-INV-CUST-1015-0002-S2,CUST-1015,497.86,USD,Global Logistics,TR-522823,Partial payment 3/4 for INV-CUST-1015-0002,2024-04-17
PAY-INV-CUST-1015-0002-S3,CUST-1015,3571.28,USD,Global Logistics,TR-706690,Partial payment 4/4 for INV-CUST-1015-0002,2024-04-03
PAY-INV-CUST-1015-0003,CUST-1015,9134.5,USD,Compute Cloud,TR-431406,Full payment for INV-CUST-1015-0003,2024-04-15
PAY-INV-CUST-1015-0004,CUST-1015,3427.02,USD,Office Supply Co,TR-742156,Full payment for INV-CUST-1015-0004,2024-05-03
PAY-INV-CUST-1015-0005,CUST-1015,2128.27,USD,Steel Fab Inc,TR-750449,Full payment for INV-CUST-1015-0005,2024-02-04
PAY-INV-CUST-1015-0006-S0,CUST-1015,573.61,USD,Enterprise SaaS,TR-986736,Partial payment 1/4 for INV-CUST-1015-0006,2024-02-25
PAY-INV-CUST-1015-0006-S1,CUST-1015,59.27,USD,Enterprise SaaS,TR-831866,Partial payment 2/4 for INV-CUST-1015-0006,2024-03-03
PAY-INV-CUST-1015-0006-S2,CUST-1015,1658.04,USD,Enterprise SaaS,TR-511265,Partial payment 3/4 for INV-CUST-1015-0006,2024-03-10
PAY-INV-CUST-1015-0006-S3,CUST-1015,4.78,USD,Enterprise SaaS,TR-394087,Partial payment 4/4 for INV-CUST-1015-0006,2024-03-14
PAY-INV-CUST-1015-0007,CUST-1015,928.09,USD,Enterprise SaaS,TR-594158,Full payment for INV-CUST-1015-0007,2024-05-16
PAY-INV-CUST-1015-0008-S0,CUST-1015,2707.73,USD,Enterprise SaaS,TR-934483,Partial payment 1/2 for INV-CUST-1015-0008,2024-02-24
PAY-INV-CUST-1015-0008-S1,CUST-1015,715.98,USD,Enterprise SaaS,TR-605826,Partial payment 2/2 for INV-CUST-1015-0008,2024-02-28
PAY-INV-CUST-1015-0009,CUST-1015,4390.03,USD,Steel Fab Inc,TR-981551,Full payment for INV-CUST-1015-0009,2024-06-16
PAY-INV-CUST-1015-0010-S0,CUST-1015,1840.44,USD,Global Logistics,TR-450657,Partial payment 1/4 for INV-CUST-1015-0010,2024-06-11
PAY-INV-CUST-1015-0010-S1,CUST-1015,829.9,USD,Global Logistics,TR-565493,Partial payment 2/4 for INV-CUST-1015-0010,2024-06-07
PAY-INV-CUST-1015-0010-S2,CUST-1015,2708.66,USD,Global Logistics,TR-882451,Partial payment 3/4 for INV-CUST-1015-0010,2024-06-16
PAY-INV-CUST-1015-0010-S3,CUST-1015,1618.1,USD,Global Logistics,TR-405821,Partial payment 4/4 for INV-CUST-1015-0010,2024-06-20
PAY-INV-CUST-1015-0011,CUST-1015,6798.34,USD,Enterprise SaaS,TR-399087,Full payment for INV-CUST-1015-0011,2024-01-22
PAY-INV-CUST-1015-0012,CUST-1015,9171.39,USD,Global Logistics,TR-607142,Full payment for INV-CUST-1015-0012,2024-05-13
PAY-INV-CUST-1015-0013,CUST-1015,3731.83,USD,Office Supply Co,TR-467595,Full payment for INV-CUST-1015-0013,2024-02-04
PAY-INV-CUST-1015-0014-S0,CUST-1015,3388.25,USD,Enterprise SaaS,TR-675718,Partial payment 1/2 for INV-CUST-1015-0014,2024-06-02
PAY-INV-CUST-1015-0014-S1,CUST-1015,1212.23,USD,Enterprise SaaS,TR-592771,Partial payment 2/2 for INV-CUST-1015-0014,2024-06-24
PAY-INV-CUST-1015-0015,CUST-1015,9755.98,USD,Global Logistics,TR-674898,Full payment for INV-CUST-1015-0015,2024-05-11
PAY-ERR-CUST-1015-760,CUST-1015,120.34,USD,Unknown Entity,TR-ERR-573336,Zyxel maintenance fee,2024-02-15
PAY-INV-CUST-1015-0017,CUST-1015,9478.2,USD,Compute Cloud,TR-190842,Full payment for INV-CUST-1015-0017,2024-01-15
PAY-INV-CUST-1015-0018,CUST-1015,9058.53,USD,Global Logistics,TR-674482,Full payment for INV-CUST-1015-0018,2024-06-02
PAY-INV-CUST-1015-0019,CUST-1015,7081.45,USD,Enterprise SaaS,TR-372611,Full payment for INV-CUST-1015-0019,2024-03-01
PAY-ERR-CUST-1015-764,CUST-1015,146.05,USD,Unknown Entity,TR-ERR-463689,Zyxel maintenance fee,2024-02-15
PAY-INV-CUST-1015-0022,CUST-1015,5310.84,USD,Steel Fab Inc,TR-433241,Full payment for INV-CUST-1015-0022,2024-01-25
PAY-INV-CUST-1015-0023,CUST-1015,2402.7,USD,Office Supply Co,TR-345846,Full payment for INV-CUST-1015-0023,2024-04-28
PAY-INV-CUST-1015-0024,CUST-1015,5437.03,USD,Enterprise SaaS,TR-317783,Full payment for INV-CUST-1015-0024,2024-05-01
PAY-INV-CUST-1015-0025,CUST-1015,3318.71,USD,Compute Cloud,TR-818578,Full payment for INV-CUST-1015-0025,2024-04-23
PAY-INV-CUST-1015-0026,CUST-1015,4595.25,USD,Global Logistics,TR-134541,Full payment for INV-CUST-1015-0026,2024-05-10
PAY-ERR-CUST-1015-770,CUST-1015,132.06,USD,Unknown Entity,TR-ERR-408542,Zyxel maintenance fee,2024-02-15
PAY-INV-CUST-1015-0028,CUST-1015,7394.15,USD,Steel Fab Inc,TR-328669,Full payment for INV-CUST-1015-0028,2024-05-04
PAY-INV-CUST-1015-0029,CUST-1015,5264.61,USD,Compute Cloud,TR-408059,Full payment for INV-CUST-1015-0029,2024-02-13
PAY-INV-CUST-1015-0030,CUST-1015,9649.88,USD,Office Supply Co,TR-211252,Full payment for INV-CUST-1015-0030,2024-04-16
PAY-INV-CUST-1015-0031,CUST-1015,7802.54,USD,Compute Cloud,TR-579787,Full payment for INV-CUST-1015-0031,2024-03-11
PAY-INV-CUST-1015-0032,CUST-1015,4361.14,USD,Enterprise SaaS,TR-600210,Full payment for INV-CUST-1015-0032,2024-05-29
PAY-INV-CUST-1015-0033,CUST-1015,5566.43,USD,Global Logistics,TR-257391,Full payment for INV-CUST-1015-0033,2024-02-24
PAY-INV-CUST-1015-0034,CUST-1015,1170.79,USD,Steel Fab Inc,TR-215487,Full payment for INV-CUST-1015-0034,2024-04-12
PAY-INV-CUST-1015-0035,CUST-1015,7177.34,USD,Steel Fab Inc,TR-515907,Full payment for INV-CUST-1015-0035,2024-07-08
PAY-INV-CUST-1015-0036,CUST-1015,2527.72,USD,Steel Fab Inc,TR-904250,Full payment for INV-CUST-1015-0036,2024-06-29
PAY-INV-CUST-1015-0037,CUST-1015,6091.28,USD,Compute Cloud,TR-850464,Full payment for INV-CUST-1015-0037,2024-04-28
PAY-INV-CUST-1015-0038,CUST-1015,2304.24,USD,Enterprise SaaS,TR-671492,Full payment for INV-CUST-1015-0038,2024-02-24
PAY-INV-CUST-1015-0039,CUST-1015,612.48,USD,Global Logistics,TR-681217,Full payment for INV-CUST-1015-0039,2024-07-04
PAY-INV-CUST-1016-0000,CUST-1016,9296.02,USD,Office Supply Co,TR-526535,Full payment for INV-CUST-1016-0000,2024-04-30
PAY-INV-CUST-1016-0001-S0,CUST-1016,3891.91,USD,Office Supply Co,TR-574559,Partial payment 1/4 for INV-CUST-1016-0001,2024-03-23
PAY-INV-CUST-1016-0001-S1,CUST-1016,4165.17,USD,Office Supply Co,TR-326474,Partial payment 2/4 for INV-CUST-1016-0001,2024-04-08
PAY-INV-CUST-1016-0001-S2,CUST-1016,1548.89,USD,Office Supply Co,TR-101104,Partial payment 3/4 for INV-CUST-1016-0001,2024-03-17
PAY-INV-CUST-1016-0001-S3,CUST-1016,250.27,USD,Office Supply Co,TR-640238,Partial payment 4/4 for INV-CUST-1016-0001,2024-03-30
PAY-INV-CUST-1016-0002,CUST-1016,4428.2,USD,Office Supply Co,TR-391431,Full payment for INV-CUST-1016-0002,2024-06-10
PAY-INV-CUST-1016-0004,CUST-1016,2299.37,USD,Steel Fab Inc,TR-123379,Full payment for INV-CUST-1016-0004,2024-05-09
PAY-INV-CUST-1016-0005,CUST-1016,4448.57,USD,Global Logistics,TR-516822,Full payment for INV-CUST-1016-0005,2024-04-06
PAY-INV-CUST-1016-0006,CUST-1016,6358.64,USD,Compute Cloud,TR-480793,Full payment for INV-CUST-1016-0006,2024-04-08
PAY-INV-CUST-1016-0007-S0,CUST-1016,1300.74,USD,Office Supply Co,TR-789158,Partial payment 1/3 for INV-CUST-1016-0007,2024-03-19
PAY-INV-CUST-1016-0007-S1,CUST-1016,788.03,USD,Office Supply Co,TR-238206,Partial payment 2/3 for INV-CUST-1016-0007,2024-02-28
PAY-INV-CUST-1016-0007-S2,CUST-1016,2082.69,USD,Office Supply Co,TR-408357,Partial payment 3/3 for INV-CUST-1016-0007,2024-03-21
PAY-INV-CUST-1016-0008-S0,CUST-1016,3257.34,USD,Enterprise SaaS,TR-528547,Partial payment 1/3 for INV-CUST-1016-0008,2024-03-14
PAY-INV-CUST-1016-0008-S1,CUST-1016,4993.67,USD,Enterprise SaaS,TR-385121,Partial payment 2/3 for INV-CUST-1016-0008,2024-03-27
PAY-INV-CUST-1016-0008-S2,CUST-1016,663.14,USD,Enterprise SaaS,TR-225718,Partial payment 3/3 for INV-CUST-1016-0008,2024-03-18
PAY-ERR-CUST-1016-798,CUST-1016,242.34,USD,Unknown Entity,TR-ERR-658435,Zyxel maintenance fee,2024-02-15
PAY-INV-CUST-1016-0010,CUST-1016,5090.03,USD,Office Supply Co,TR-904562,Full payment for INV-CUST-1016-0010,2024-07-02
PAY-INV-CUST-1016-0011,CUST-1016,6636.48,USD,Enterprise SaaS,TR-912197,Full payment for INV-CUST-1016-0011,2024-01-12
PAY-INV-CUST-1016-0012-S0,CUST-1016,780.63,USD,Compute Cloud,TR-842646,Partial payment 1/2 for INV-CUST-1016-0012,2024-02-28
PAY-INV-CUST-1016-0012-S1,CUST-1016,1669.75,USD,Compute Cloud,TR-819143,Partial payment 2/2 for INV-CUST-1016-0012,2024-03-11
PAY-INV-CUST-1016-0013,CUST-1016,9663.53,USD,Global Logistics,TR-912860,Full payment for INV-CUST-1016-0013,2024-01-21
PAY-INV-CUST-1016-0015,CUST-1016,5984.96,USD,Office Supply Co,TR-924645,Full payment for INV-CUST-1016-0015,2024-01-18
PAY-INV-CUST-1016-0016,CUST-1016,5578.78,USD,Enterprise SaaS,TR-370920,Full payment for INV-CUST-1016-0016,2024-01-28
PAY-INV-CUST-1016-0017,CUST-1016,6377.67,USD,Office Supply Co,TR-517682,Full payment for INV-CUST-1016-0017,2024-05-30
PAY-ERR-CUST-1016-807,CUST-1016,341.15,USD,Unknown Entity,TR-ERR-161884,Zyxel maintenance fee,2024-02-15
PAY-INV-CUST-1016-0019-S0,CUST-1016,6775.5,USD,Steel Fab Inc,TR-595482,Partial payment 1/2 for INV-CUST-1016-0019,2024-06-21
PAY-INV-CUST-1016-0019-S1,CUST-1016,2805.15,USD,Steel Fab Inc,TR-457270,Partial payment 2/2 for INV-CUST-1016-0019,2024-06-30
PAY-INV-CUST-1016-0020,CUST-1016,8413.0,USD,Global Logistics,TR-755544,Full payment for INV-CUST-1016-0020,2024-04-11
PAY-INV-CUST-1016-0021,CUST-1016,1495.5,USD,Office Supply Co,TR-252686,Full payment for INV-CUST-1016-0021,2024-03-16
PAY-INV-CUST-1016-0022,CUST-1016,6977.81,USD,Office Supply Co,TR-735445,Full payment for INV-CUST-1016-0022,2024-06-21
PAY-INV-CUST-1016-0023,CUST-1016,4138.68,USD,Office Supply Co,TR-606058,Full payment for INV-CUST-1016-0023,2024-05-29
PAY-INV-CUST-1016-0024-S0,CUST-1016,1300.16,USD,Enterprise SaaS,TR-649132,Partial payment 1/2 for INV-CUST-1016-0024,2024-06-30
PAY-INV-CUST-1016-0024-S1,CUST-1016,1937.16,USD,Enterprise SaaS,TR-935292,Partial payment 2/2 for INV-CUST-1016-0024,2024-07-12
PAY-ERR-CUST-1016-816,CUST-1016,103.07,USD,Unknown Entity,TR-ERR-370075,Zyxel maintenance fee,2024-02-15
PAY-INV-CUST-1016-0026,CUST-1016,1674.56,USD,Compute Cloud,TR-267222,Full payment for INV-CUST-1016-0026,2024-03-22
PAY-INV-CUST-1016-0027,CUST-1016,2465.33,USD,Steel Fab Inc,TR-948515,Full payment for INV-CUST-1016-0027,2024-07-08
PAY-INV-CUST-1016-0028-S0,CUST-1016,108.48,USD,Compute Cloud,TR-418437,Partial payment 1/3 for INV-CUST-1016-0028,2024-05-31
PAY-INV-CUST-1016-0028-S1,CUST-1016,3355.39,USD,Compute Cloud,TR-612669,Partial payment 2/3 for INV-CUST-1016-0028,2024-05-21
PAY-INV-CUST-1016-0028-S2,CUST-1016,4056.84,USD,Compute Cloud,TR-820799,Partial payment 3/3 for INV-CUST-1016-0028,2024-05-29
PAY-INV-CUST-1016-0029,CUST-1016,6885.8,USD,Steel Fab Inc,TR-105225,Full payment for INV-CUST-1016-0029,2024-03-22
PAY-INV-CUST-1016-0030,CUST-1016,7582.51,USD,Steel Fab Inc,TR-141488,Full payment for INV-CUST-1016-0030,2024-01-13
PAY-INV-CUST-1016-0031,CUST-1016,1882.04,USD,Compute Cloud,TR-203315,Full payment for INV-CUST-1016-0031,2024-03-27
PAY-INV-CUST-1016-0032,CUST-1016,9269.28,USD,Office Supply Co,TR-691487,Full payment for INV-CUST-1016-0032,2024-05-04
PAY-INV-CUST-1016-0033,CUST-1016,7532.44,USD,Global Logistics,TR-485906,Full payment for INV-CUST-1016-0033,2024-04-06
PAY-INV-CUST-1016-0035,CUST-1016,2620.22,USD,Steel Fab Inc,TR-592577,Full payment for INV-CUST-1016-0035,2024-04-07
PAY-INV-CUST-1016-0036,CUST-1016,7877.97,USD,Compute Cloud,TR-750737,Full payment for INV-CUST-1016-0036,2024-06-01
PAY-INV-CUST-1016-0037,CUST-1016,6947.08,USD,Compute Cloud,TR-305803,Full payment for INV-CUST-1016-0037,2024-02-11
PAY-INV-CUST-1016-0038,CUST-1016,6529.48,USD,Compute Cloud,TR-379618,Full payment for INV-CUST-1016-0038,2024-06-11
PAY-INV-CUST-1016-0039,CUST-1016,9066.96,USD,Global Logistics,TR-194524,Full payment for INV-CUST-1016-0039,2024-01-18
PAY-INV-CUST-1017-0000,CUST-1017,1354.11,USD,Steel Fab Inc,TR-223597,Full payment for INV-CUST-1017-0000,2024-05-20
PAY-INV-CUST-1017-0001,CUST-1017,9112.2,USD,Compute Cloud,TR-994003,Full payment for INV-CUST-1017-0001,2024-06-12
PAY-INV-CUST-1017-0002,CUST-1017,9792.9,USD,Enterprise SaaS,TR-949933,Full payment for INV-CUST-1017-0002,2024-04-29
PAY-INV-CUST-1017-0003,CUST-1017,5374.68,USD,Steel Fab Inc,TR-831069,Full payment for INV-CUST-1017-0003,2024-04-25
PAY-INV-CUST-1017-0004,CUST-1017,2649.74,USD,Compute Cloud,TR-609094,Full payment for INV-CUST-1017-0004,2024-03-09
PAY-ERR-CUST-1017-837,CUST-1017,369.07,USD,Unknown Entity,TR-ERR-607214,Zyxel maintenance fee,2024-02-15
PAY-INV-CUST-1017-0006,CUST-1017,2773.67,USD,Steel Fab Inc,TR-868190,Full payment for INV-CUST-1017-0006,2024-02-02
PAY-INV-CUST-1017-0007,CUST-1017,3935.21,USD,Steel Fab Inc,TR-637956,Full payment for INV-CUST-1017-0007,2024-06-18
PAY-INV-CUST-1017-0008,CUST-1017,1019.24,USD,Enterprise SaaS,TR-239603,Full payment for INV-CUST-1017-0008,2024-06-06
PAY-INV-CUST-1017-0009-S0,CUST-1017,1796.72,USD,Enterprise SaaS,TR-806680,Partial payment 1/4 for INV-CUST-1017-0009,2024-02-22
PAY-INV-CUST-1017-0009-S1,CUST-1017,1394.2,USD,Enterprise SaaS,TR-311378,Partial payment 2/4 for INV-CUST-1017-0009,2024-02-25
PAY-INV-CUST-1017-0009-S2,CUST-1017,599.08,USD,Enterprise SaaS,TR-454597,Partial payment 3/4 for INV-CUST-1017-0009,2024-03-09
PAY-INV-CUST-1017-0009-S3,CUST-1017,893.53,USD,Enterprise SaaS,TR-617604,Partial payment 4/4 for INV-CUST-1017-0009,2024-02-25
PAY-INV-CUST-1017-0010,CUST-1017,2246.3,USD,Office Supply Co,TR-770248,Full payment for INV-CUST-1017-0010,2024-02-29
PAY-INV-CUST-1017-0012,CUST-1017,7891.9,USD,Office Supply Co,TR-906173,Full payment for INV-CUST-1017-0012,2024-06-22
PAY-INV-CUST-1017-0014,CUST-1017,8355.13,USD,Enterprise SaaS,TR-930943,Full payment for INV-CUST-1017-0014,2024-04-18
